,text
1099,In other words a black hole of a given mass angular momentum and electric charge could have been formed by the collapse of any one of a large number of different configurations of matter
1100,Indeed if quantum effects are neglected the number of configurations would be infinite since the black hole could have been formed by the collapse of a cloud of an indefinitely large number of particles of indefinitely low mass
1101,But could the number of configurations really be infinite Quantum mechanics famously involves the Uncertainty Principle
1102,This states that it is impossible to measure both the position and speed of any object
1103,If one measures the speed of something then its position is undetermined
1104,In practice this means that it is impossible to localise anything
1105,You can never do this accurately because it will involve making a measurement of both the positions of something and its speed at the same time
1106,In turn it is then impossible to determine the size of an object
1107,It turns out that the Uncertainty Principle imposes a limit on the size of something
1108,After a little bit of calculation one finds that for a given mass of an object there is a minimum size
1109,This minimum size is small for heavy objects but as one looks at lighter and lighter objects the minimum size gets bigger and bigger
1110,This minimum size can be thought of as a consequence of the fact that in quantum mechanics objects can be thought of either as a wave or a particle
1111,The lighter an object is the longer its wavelength is and so it is more spread out
1112,The heavier an object is the shorter its wavelength and so it will seem more compact
1113,That weight is about the same as that of a grain of salt
1114,A further consequence of these ideas is that the number of configurations that could form a black hole of a given mass angular momentum and electric charge although very large may also be finite
1115,Jacob Bekenstein suggested that from this finite number one could interpret the entropy of a black hole
1116,This would imply that a black hole could be in equilibrium with thermal radiation at some temperature other than zero
1117,Yet according to classical concepts no such equilibrium is possible since the black hole would absorb any thermal radiation that fell on it but by definition would not be able to emit anything in return
1118,This created a paradox about the nature of black holes the incredibly dense objects created by the collapse of stars
1119,One theory suggested that black holes with identical qualities could be formed from an infinite number of different types of stars
1120,This is a problem of informationthe idea that every particle and every force in the universe contains information
1121,This means that a black hole must contain a lot of information that is hidden from the outside world
1122,But there is a limit to the amount of information one can pack into a region of space
1123,Information requires energy and energy has mass by Einsteins famous equation E  mc
1124,So if theres too much information in a region of space it will collapse into a black hole and the size of the black hole will reflect the amount of information
